DATEREALISATION,JOUR_SEMAINE,NUM_SEMAINE,NUM_MOIS,ANNEE,CENTRE,CAT_ACTE,CAT_ACTE_COUNT,SUM_PRECISION,METEO,VACANCE
2018-01-05,5,1,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,20,16,17.3,1
2018-01-05,5,1,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,0,0,17.3,1
2018-01-05,5,1,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,5,2,17.3,1
2018-01-05,5,1,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,0,0,17.3,1
2018-01-05,5,1,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,0,0,17.3,1
2018-01-05,5,1,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,1,0,17.3,1
2018-01-05,5,1,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,0,0,17.3,1
2018-01-05,5,1,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,0,0,17.3,1
2018-01-05,5,1,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,1,1,17.3,1
2018-01-05,5,1,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,2,0,17.3,1
2018-01-05,5,1,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,0,0,17.3,1
2018-01-05,5,1,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,0,0,17.3,1
2018-01-05,5,1,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,0,0,17.3,1
2018-01-08,1,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,4,3,9.4,0
2018-01-08,1,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,22,20,9.4,0
2018-01-08,1,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,14,12,9.4,0
2018-01-08,1,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,8,2,9.4,0
2018-01-08,1,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,6,2,9.4,0
2018-01-08,1,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,2,0,9.4,0
2018-01-08,1,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,2,1,9.4,0
2018-01-08,1,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,8,5,9.4,0
2018-01-08,1,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,29,25,9.4,0
2018-01-08,1,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,12,12,9.4,0
2018-01-08,1,2,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,22,13,9.4,0
2018-01-08,1,2,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,2,2,9.4,0
2018-01-08,1,2,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,5,1,9.4,0
2018-01-08,1,2,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,5,2,9.4,0
2018-01-09,2,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,4,1,12.4,0
2018-01-09,2,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,13,13,12.4,0
2018-01-09,2,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,5,5,12.4,0
2018-01-09,2,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,11,1,12.4,0
2018-01-09,2,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,3,1,12.4,0
2018-01-09,2,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,3,2,12.4,0
2018-01-09,2,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,6,4,12.4,0
2018-01-09,2,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,7,2,12.4,0
2018-01-09,2,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,23,21,12.4,0
2018-01-09,2,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,19,16,12.4,0
2018-01-09,2,2,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,28,20,12.4,0
2018-01-09,2,2,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,6,2,12.4,0
2018-01-09,2,2,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,6,1,12.4,0
2018-01-09,2,2,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,9,3,12.4,0
2018-01-10,3,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,4,2,13.5,0
2018-01-10,3,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,12,11,13.5,0
2018-01-10,3,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,5,5,13.5,0
2018-01-10,3,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,4,0,13.5,0
2018-01-10,3,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,6,1,13.5,0
2018-01-10,3,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,1,0,13.5,0
2018-01-10,3,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,20,7,13.5,0
2018-01-10,3,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,12,3,13.5,0
2018-01-10,3,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,28,23,13.5,0
2018-01-10,3,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,23,20,13.5,0
2018-01-10,3,2,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,29,22,13.5,0
2018-01-10,3,2,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,1,0,13.5,0
2018-01-10,3,2,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,3,0,13.5,0
2018-01-10,3,2,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,15,4,13.5,0
2018-01-11,4,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,10,5,8.7,0
2018-01-11,4,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,16,13,8.7,0
2018-01-11,4,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,8,6,8.7,0
2018-01-11,4,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,7,1,8.7,0
2018-01-11,4,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,3,2,8.7,0
2018-01-11,4,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,0,0,8.7,0
2018-01-11,4,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,6,3,8.7,0
2018-01-11,4,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,10,5,8.7,0
2018-01-11,4,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,19,16,8.7,0
2018-01-11,4,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,17,14,8.7,0
2018-01-11,4,2,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,21,15,8.7,0
2018-01-11,4,2,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,11,5,8.7,0
2018-01-11,4,2,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,3,1,8.7,0
2018-01-11,4,2,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,8,3,8.7,0
2018-01-12,5,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,7,3,9.1,0
2018-01-12,5,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,24,21,9.1,0
2018-01-12,5,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,8,6,9.1,0
2018-01-12,5,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,10,2,9.1,0
2018-01-12,5,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,5,3,9.1,0
2018-01-12,5,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,1,0,9.1,0
2018-01-12,5,2,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,5,1,9.1,0
2018-01-12,5,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,5,2,9.1,0
2018-01-12,5,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,27,22,9.1,0
2018-01-12,5,2,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,13,10,9.1,0
2018-01-12,5,2,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,29,12,9.1,0
2018-01-12,5,2,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,8,5,9.1,0
2018-01-12,5,2,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,4,1,9.1,0
2018-01-12,5,2,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,17,5,9.1,0
2018-01-15,1,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,4,1,12.2,0
2018-01-15,1,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,12,10,12.2,0
2018-01-15,1,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,10,10,12.2,0
2018-01-15,1,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,5,1,12.2,0
2018-01-15,1,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,3,1,12.2,0
2018-01-15,1,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,2,0,12.2,0
2018-01-15,1,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,5,2,12.2,0
2018-01-15,1,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,6,4,12.2,0
2018-01-15,1,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,23,22,12.2,0
2018-01-15,1,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,18,16,12.2,0
2018-01-15,1,3,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,27,22,12.2,0
2018-01-15,1,3,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,4,2,12.2,0
2018-01-15,1,3,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,8,2,12.2,0
2018-01-15,1,3,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,7,4,12.2,0
2018-01-16,2,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,2,0,12.7,0
2018-01-16,2,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,13,13,12.7,0
2018-01-16,2,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,5,5,12.7,0
2018-01-16,2,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,12,3,12.7,0
2018-01-16,2,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,5,3,12.7,0
2018-01-16,2,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,0,0,12.7,0
2018-01-16,2,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,12,5,12.7,0
2018-01-16,2,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,5,3,12.7,0
2018-01-16,2,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,15,13,12.7,0
2018-01-16,2,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,26,25,12.7,0
2018-01-16,2,3,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,22,13,12.7,0
2018-01-16,2,3,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,8,4,12.7,0
2018-01-16,2,3,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,5,1,12.7,0
2018-01-16,2,3,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,12,4,12.7,0
2018-01-17,3,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,7,3,11.2,0
2018-01-17,3,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,17,12,11.2,0
2018-01-17,3,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,6,6,11.2,0
2018-01-17,3,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,12,4,11.2,0
2018-01-17,3,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,5,2,11.2,0
2018-01-17,3,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,0,0,11.2,0
2018-01-17,3,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,20,7,11.2,0
2018-01-17,3,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,11,5,11.2,0
2018-01-17,3,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,25,20,11.2,0
2018-01-17,3,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,12,11,11.2,0
2018-01-17,3,3,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,36,27,11.2,0
2018-01-17,3,3,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,6,3,11.2,0
2018-01-17,3,3,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,2,0,11.2,0
2018-01-17,3,3,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,23,11,11.2,0
2018-01-18,4,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,5,4,13.8,0
2018-01-18,4,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,14,10,13.8,0
2018-01-18,4,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,5,4,13.8,0
2018-01-18,4,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,10,0,13.8,0
2018-01-18,4,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,5,2,13.8,0
2018-01-18,4,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,0,0,13.8,0
2018-01-18,4,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,8,5,13.8,0
2018-01-18,4,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,7,1,13.8,0
2018-01-18,4,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,14,8,13.8,0
2018-01-18,4,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,12,9,13.8,0
2018-01-18,4,3,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,29,21,13.8,0
2018-01-18,4,3,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,10,3,13.8,0
2018-01-18,4,3,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,2,0,13.8,0
2018-01-18,4,3,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,5,2,13.8,0
2018-01-19,5,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,6,2,12.3,0
2018-01-19,5,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,15,12,12.3,0
2018-01-19,5,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,12,9,12.3,0
2018-01-19,5,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,10,0,12.3,0
2018-01-19,5,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,7,5,12.3,0
2018-01-19,5,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,2,0,12.3,0
2018-01-19,5,3,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,15,5,12.3,0
2018-01-19,5,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,11,4,12.3,0
2018-01-19,5,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,13,10,12.3,0
2018-01-19,5,3,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,20,18,12.3,0
2018-01-19,5,3,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,16,7,12.3,0
2018-01-19,5,3,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,8,1,12.3,0
2018-01-19,5,3,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,2,0,12.3,0
2018-01-19,5,3,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,10,6,12.3,0
2018-01-22,1,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,8,1,14.4,0
2018-01-22,1,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,9,6,14.4,0
2018-01-22,1,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,14,12,14.4,0
2018-01-22,1,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,14,3,14.4,0
2018-01-22,1,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,6,2,14.4,0
2018-01-22,1,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,1,0,14.4,0
2018-01-22,1,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,6,1,14.4,0
2018-01-22,1,4,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,7,4,14.4,0
2018-01-22,1,4,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,28,22,14.4,0
2018-01-22,1,4,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,22,20,14.4,0
2018-01-22,1,4,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,30,28,14.4,0
2018-01-22,1,4,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,7,3,14.4,0
2018-01-22,1,4,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,9,3,14.4,0
2018-01-22,1,4,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,5,1,14.4,0
2018-01-23,2,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,4,1,12.8,0
2018-01-23,2,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,13,10,12.8,0
2018-01-23,2,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,8,7,12.8,0
2018-01-23,2,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,8,3,12.8,0
2018-01-23,2,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,9,6,12.8,0
2018-01-23,2,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,4,1,12.8,0
2018-01-23,2,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,3,0,12.8,0
2018-01-23,2,4,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,4,0,12.8,0
2018-01-23,2,4,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,14,12,12.8,0
2018-01-23,2,4,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,17,17,12.8,0
2018-01-23,2,4,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,7,7,12.8,0
2018-01-23,2,4,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,5,1,12.8,0
2018-01-23,2,4,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,4,1,12.8,0
2018-01-23,2,4,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,6,2,12.8,0
2018-01-24,3,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,8,3,14.9,0
2018-01-24,3,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,16,14,14.9,0
2018-01-24,3,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,11,8,14.9,0
2018-01-24,3,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,11,4,14.9,0
2018-01-24,3,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,2,0,14.9,0
2018-01-24,3,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,2,0,14.9,0
2018-01-24,3,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,19,7,14.9,0
2018-01-24,3,4,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,9,4,14.9,0
2018-01-24,3,4,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,34,28,14.9,0
2018-01-24,3,4,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,19,17,14.9,0
2018-01-24,3,4,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,39,22,14.9,0
2018-01-24,3,4,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,9,6,14.9,0
2018-01-24,3,4,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,1,0,14.9,0
2018-01-24,3,4,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,17,10,14.9,0
2018-01-25,4,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,5,2,12.8,0
2018-01-25,4,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,11,9,12.8,0
2018-01-25,4,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,13,8,12.8,0
2018-01-25,4,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,10,2,12.8,0
2018-01-25,4,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,7,0,12.8,0
2018-01-25,4,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,1,0,12.8,0
2018-01-25,4,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,SOIN CONSERVATEUR,9,4,12.8,0
2018-01-25,4,4,1,18,9899 - ODONTOLOGIE RANGUEIL,CHIRURGIE,9,4,12.8,0
2018-01-25,4,4,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_FACTURABLE,30,21,12.8,0
2018-01-25,4,4,1,18,9899 - ODONTOLOGIE RANGUEIL,CONSULTATION_NON_FACTURABLE,20,15,12.8,0
2018-01-25,4,4,1,18,9899 - ODONTOLOGIE RANGUEIL,IMAGERIE,28,15,12.8,0
2018-01-25,4,4,1,18,9899 - ODONTOLOGIE RANGUEIL,PROPHYLAXIE,11,2,12.8,0
2018-01-25,4,4,1,18,9899 - ODONTOLOGIE RANGUEIL,PROTHESE,7,2,12.8,0
2018-01-25,4,4,1,18,9899 - ODONTOLOGIE RANGUEIL,SOIN CONSERVATEUR,11,2,12.8,0
2018-01-26,5,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CHIRURGIE,7,3,8.7,0
2018-01-26,5,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_FACTURABLE,18,14,8.7,0
2018-01-26,5,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,CONSULTATION_NON_FACTURABLE,12,10,8.7,0
2018-01-26,5,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,IMAGERIE,6,1,8.7,0
2018-01-26,5,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROPHYLAXIE,7,3,8.7,0
2018-01-26,5,4,1,18,9898 - ODONTOLOGIE HOTEL-DIEU ST JACQUES ,PROTHESE,3,0,8.7,0
