DATEREALISATION,JOUR_SEMAINE,NUM_SEMAINE,NUM_MOIS,ANNEE,CENTRE,CAT_ACTE,CAT_ACTE_COUNT,SUM_PRECISION
2015-11-30,1,49,11,15,1,2,20,17
2015-11-30,1,49,11,15,1,3,33,20
2015-11-30,1,49,11,15,1,4,11,4
2015-11-30,1,49,11,15,1,5,11,4
2015-11-30,1,49,11,15,1,6,11,2
2015-12-01,2,49,12,15,0,0,1,0
2015-12-01,2,49,12,15,0,1,18,16
2015-12-01,2,49,12,15,0,2,14,14
2015-12-01,2,49,12,15,0,3,5,1
2015-12-01,2,49,12,15,0,4,2,1
2015-12-01,2,49,12,15,0,5,2,0
2015-12-01,2,49,12,15,0,6,10,3
2015-12-01,2,49,12,15,1,0,1,1
2015-12-01,2,49,12,15,1,1,19,14
2015-12-01,2,49,12,15,1,2,18,18
2015-12-01,2,49,12,15,1,3,32,19
2015-12-01,2,49,12,15,1,4,6,1
2015-12-01,2,49,12,15,1,5,2,1
2015-12-01,2,49,12,15,1,6,19,7
2015-12-02,3,49,12,15,0,0,6,3
2015-12-02,3,49,12,15,0,1,22,20
2015-12-02,3,49,12,15,0,2,10,8
2015-12-02,3,49,12,15,0,3,7,1
2015-12-02,3,49,12,15,0,4,3,0
2015-12-02,3,49,12,15,0,5,0,0
2015-12-02,3,49,12,15,0,6,11,4
2015-12-02,3,49,12,15,1,0,8,4
2015-12-02,3,49,12,15,1,1,23,16
2015-12-02,3,49,12,15,1,2,17,12
2015-12-02,3,49,12,15,1,3,25,18
2015-12-02,3,49,12,15,1,4,7,1
2015-12-02,3,49,12,15,1,5,1,0
2015-12-02,3,49,12,15,1,6,22,5
2015-12-03,4,49,12,15,0,0,0,0
2015-12-03,4,49,12,15,0,1,14,11
2015-12-03,4,49,12,15,0,2,12,10
2015-12-03,4,49,12,15,0,3,6,0
2015-12-03,4,49,12,15,0,4,4,1
2015-12-03,4,49,12,15,0,5,2,0
2015-12-03,4,49,12,15,0,6,9,5
2015-12-03,4,49,12,15,1,0,2,0
2015-12-03,4,49,12,15,1,1,16,12
2015-12-03,4,49,12,15,1,2,32,24
2015-12-03,4,49,12,15,1,3,21,14
2015-12-03,4,49,12,15,1,4,4,3
2015-12-03,4,49,12,15,1,5,4,1
2015-12-03,4,49,12,15,1,6,9,2
2015-12-04,5,49,12,15,0,0,3,0
2015-12-04,5,49,12,15,0,1,4,2
2015-12-04,5,49,12,15,0,2,4,1
2015-12-04,5,49,12,15,0,3,4,2
2015-12-04,5,49,12,15,0,4,2,0
2015-12-04,5,49,12,15,0,5,0,0
2015-12-04,5,49,12,15,0,6,4,0
2015-12-04,5,49,12,15,1,0,6,1
2015-12-04,5,49,12,15,1,1,8,7
2015-12-04,5,49,12,15,1,2,26,16
2015-12-04,5,49,12,15,1,3,21,16
2015-12-04,5,49,12,15,1,4,1,1
2015-12-04,5,49,12,15,1,5,6,1
2015-12-04,5,49,12,15,1,6,6,1
2015-12-07,1,50,12,15,0,0,0,0
2015-12-07,1,50,12,15,0,1,0,0
2015-12-07,1,50,12,15,0,2,0,0
2015-12-07,1,50,12,15,0,3,0,0
2015-12-07,1,50,12,15,0,4,1,0
2015-12-07,1,50,12,15,0,5,1,0
2015-12-07,1,50,12,15,0,6,0,0
2015-12-07,1,50,12,15,1,0,2,1
2015-12-07,1,50,12,15,1,1,0,0
2015-12-07,1,50,12,15,1,2,0,0
2015-12-07,1,50,12,15,1,3,1,0
2015-12-07,1,50,12,15,1,4,0,0
2015-12-07,1,50,12,15,1,5,1,0
2015-12-07,1,50,12,15,1,6,0,0
2015-12-08,2,50,12,15,0,0,0,0
2015-12-08,2,50,12,15,0,1,0,0
2015-12-08,2,50,12,15,0,2,1,1
2015-12-08,2,50,12,15,0,3,0,0
2015-12-08,2,50,12,15,0,4,0,0
2015-12-08,2,50,12,15,0,5,0,0
2015-12-08,2,50,12,15,0,6,0,0
2015-12-08,2,50,12,15,1,0,0,0
2015-12-08,2,50,12,15,1,1,0,0
2015-12-08,2,50,12,15,1,2,0,0
2015-12-08,2,50,12,15,1,3,0,0
2015-12-08,2,50,12,15,1,4,0,0
2015-12-08,2,50,12,15,1,5,0,0
2015-12-08,2,50,12,15,1,6,2,0
2015-12-09,3,50,12,15,1,0,0,0
2015-12-09,3,50,12,15,1,1,0,0
2015-12-09,3,50,12,15,1,2,1,1
2015-12-09,3,50,12,15,1,3,0,0
2015-12-09,3,50,12,15,1,4,0,0
2015-12-09,3,50,12,15,1,5,0,0
2015-12-09,3,50,12,15,1,6,0,0
2015-12-10,4,50,12,15,0,0,0,0
2015-12-10,4,50,12,15,0,1,0,0
2015-12-10,4,50,12,15,0,2,0,0
2015-12-10,4,50,12,15,0,3,1,0
2015-12-10,4,50,12,15,0,4,0,0
2015-12-10,4,50,12,15,0,5,0,0
2015-12-10,4,50,12,15,0,6,1,0
2015-12-10,4,50,12,15,1,0,0,0
2015-12-10,4,50,12,15,1,1,2,0
2015-12-10,4,50,12,15,1,2,4,4
2015-12-10,4,50,12,15,1,3,0,0
2015-12-10,4,50,12,15,1,4,1,0
2015-12-10,4,50,12,15,1,5,4,1
2015-12-10,4,50,12,15,1,6,0,0
2015-12-11,5,50,12,15,0,0,3,0
2015-12-11,5,50,12,15,0,1,17,12
2015-12-11,5,50,12,15,0,2,6,5
2015-12-11,5,50,12,15,0,3,5,1
2015-12-11,5,50,12,15,0,4,5,2
2015-12-11,5,50,12,15,0,5,3,0
2015-12-11,5,50,12,15,0,6,6,2
2015-12-11,5,50,12,15,1,0,4,2
2015-12-11,5,50,12,15,1,1,17,8
2015-12-11,5,50,12,15,1,2,22,16
2015-12-11,5,50,12,15,1,3,24,11
2015-12-11,5,50,12,15,1,4,7,1
2015-12-11,5,50,12,15,1,5,9,0
2015-12-11,5,50,12,15,1,6,16,2
2015-12-14,1,51,12,15,0,0,6,3
2015-12-14,1,51,12,15,0,1,18,13
2015-12-14,1,51,12,15,0,2,12,11
2015-12-14,1,51,12,15,0,3,5,2
2015-12-14,1,51,12,15,0,4,7,4
2015-12-14,1,51,12,15,0,5,2,0
2015-12-14,1,51,12,15,0,6,7,1
2015-12-14,1,51,12,15,1,0,8,3
2015-12-14,1,51,12,15,1,1,21,14
2015-12-14,1,51,12,15,1,2,27,23
2015-12-14,1,51,12,15,1,3,23,11
2015-12-14,1,51,12,15,1,4,7,4
2015-12-14,1,51,12,15,1,5,10,4
2015-12-14,1,51,12,15,1,6,13,3
2015-12-15,2,51,12,15,0,0,7,2
2015-12-15,2,51,12,15,0,1,15,12
2015-12-15,2,51,12,15,0,2,11,10
2015-12-15,2,51,12,15,0,3,6,1
2015-12-15,2,51,12,15,0,4,4,1
2015-12-15,2,51,12,15,0,5,6,1
2015-12-15,2,51,12,15,0,6,8,0
2015-12-15,2,51,12,15,1,0,6,1
2015-12-15,2,51,12,15,1,1,16,15
2015-12-15,2,51,12,15,1,2,26,25
2015-12-15,2,51,12,15,1,3,30,21
2015-12-15,2,51,12,15,1,4,4,3
2015-12-15,2,51,12,15,1,5,3,2
2015-12-15,2,51,12,15,1,6,9,2
2015-12-16,3,51,12,15,0,0,3,0
2015-12-16,3,51,12,15,0,1,18,11
2015-12-16,3,51,12,15,0,2,10,8
2015-12-16,3,51,12,15,0,3,9,3
2015-12-16,3,51,12,15,0,4,1,1
2015-12-16,3,51,12,15,0,5,1,0
2015-12-16,3,51,12,15,0,6,14,5
2015-12-16,3,51,12,15,1,0,15,2
2015-12-16,3,51,12,15,1,1,30,23
2015-12-16,3,51,12,15,1,2,19,17
2015-12-16,3,51,12,15,1,3,26,21
2015-12-16,3,51,12,15,1,4,5,1
2015-12-16,3,51,12,15,1,5,1,0
2015-12-16,3,51,12,15,1,6,22,6
2015-12-17,4,51,12,15,0,0,5,1
2015-12-17,4,51,12,15,0,1,8,7
2015-12-17,4,51,12,15,0,2,13,9
2015-12-17,4,51,12,15,0,3,4,0
2015-12-17,4,51,12,15,0,4,4,0
2015-12-17,4,51,12,15,0,5,4,1
2015-12-17,4,51,12,15,0,6,7,3
2015-12-17,4,51,12,15,1,0,6,2
2015-12-17,4,51,12,15,1,1,27,23
2015-12-17,4,51,12,15,1,2,16,7
2015-12-17,4,51,12,15,1,3,25,17
2015-12-17,4,51,12,15,1,4,14,5
2015-12-17,4,51,12,15,1,5,5,1
2015-12-17,4,51,12,15,1,6,12,2
2015-12-18,5,51,12,15,0,0,2,0
2015-12-18,5,51,12,15,0,1,12,6
2015-12-18,5,51,12,15,0,2,5,3
2015-12-18,5,51,12,15,0,3,2,1
2015-12-18,5,51,12,15,0,4,3,0
2015-12-18,5,51,12,15,0,5,3,0
2015-12-18,5,51,12,15,0,6,1,0
2015-12-18,5,51,12,15,1,0,3,0
2015-12-18,5,51,12,15,1,1,15,9
2015-12-18,5,51,12,15,1,2,18,12
2015-12-18,5,51,12,15,1,3,4,0
2015-12-18,5,51,12,15,1,4,4,1
2015-12-18,5,51,12,15,1,5,7,1
2015-12-18,5,51,12,15,1,6,8,0
2015-12-21,1,52,12,15,0,0,2,1
2015-12-21,1,52,12,15,0,1,11,9
2015-12-21,1,52,12,15,0,2,3,3
2015-12-21,1,52,12,15,0,3,8,2
2015-12-21,1,52,12,15,0,4,0,0
2015-12-21,1,52,12,15,0,5,0,0
2015-12-21,1,52,12,15,0,6,6,3
2015-12-21,1,52,12,15,1,0,1,0
2015-12-21,1,52,12,15,1,1,2,1
2015-12-21,1,52,12,15,1,2,0,0
2015-12-21,1,52,12,15,1,3,3,1
2015-12-21,1,52,12,15,1,4,0,0
2015-12-21,1,52,12,15,1,5,0,0
2015-12-21,1,52,12,15,1,6,3,2
2015-12-22,2,52,12,15,0,0,2,2
2015-12-22,2,52,12,15,0,1,7,6
2015-12-22,2,52,12,15,0,2,5,5
2015-12-22,2,52,12,15,0,3,2,0
2015-12-22,2,52,12,15,0,4,1,0
2015-12-22,2,52,12,15,0,5,0,0
2015-12-22,2,52,12,15,0,6,1,1
2015-12-22,2,52,12,15,1,0,1,1
2015-12-22,2,52,12,15,1,1,4,4
2015-12-22,2,52,12,15,1,2,0,0
2015-12-22,2,52,12,15,1,3,0,0
2015-12-22,2,52,12,15,1,4,0,0
2015-12-22,2,52,12,15,1,5,0,0
2015-12-22,2,52,12,15,1,6,1,0
2015-12-23,3,52,12,15,0,0,0,0
2015-12-23,3,52,12,15,0,1,4,3
2015-12-23,3,52,12,15,0,2,2,2
2015-12-23,3,52,12,15,0,3,2,1
2015-12-23,3,52,12,15,0,4,0,0
2015-12-23,3,52,12,15,0,5,0,0
2015-12-23,3,52,12,15,0,6,1,1
2015-12-23,3,52,12,15,1,0,1,1
2015-12-23,3,52,12,15,1,1,6,5
2015-12-23,3,52,12,15,1,2,4,4
2015-12-23,3,52,12,15,1,3,2,0
2015-12-23,3,52,12,15,1,4,1,1
2015-12-23,3,52,12,15,1,5,0,0
2015-12-23,3,52,12,15,1,6,2,2
2015-12-24,4,52,12,15,0,0,2,1
2015-12-24,4,52,12,15,0,1,7,6
2015-12-24,4,52,12,15,0,2,1,1
2015-12-24,4,52,12,15,0,3,0,0
2015-12-24,4,52,12,15,0,4,0,0
2015-12-24,4,52,12,15,0,5,0,0
2015-12-24,4,52,12,15,0,6,2,1
2015-12-24,4,52,12,15,1,0,4,1
2015-12-24,4,52,12,15,1,1,5,5
2015-12-24,4,52,12,15,1,2,0,0
2015-12-24,4,52,12,15,1,3,2,0
2015-12-24,4,52,12,15,1,4,0,0
2015-12-24,4,52,12,15,1,5,0,0
2015-12-24,4,52,12,15,1,6,0,0
2015-12-28,1,53,12,15,0,0,6,3
2015-12-28,1,53,12,15,0,1,15,9
2015-12-28,1,53,12,15,0,2,2,2
2015-12-28,1,53,12,15,0,3,3,0
2015-12-28,1,53,12,15,0,4,3,3
2015-12-28,1,53,12,15,0,5,0,0
2015-12-28,1,53,12,15,0,6,4,1
2015-12-28,1,53,12,15,1,0,3,1
2015-12-28,1,53,12,15,1,1,5,5
2015-12-28,1,53,12,15,1,2,1,1
2015-12-28,1,53,12,15,1,3,2,0
2015-12-28,1,53,12,15,1,4,0,0
2015-12-28,1,53,12,15,1,5,0,0
2015-12-28,1,53,12,15,1,6,0,0
2015-12-29,2,53,12,15,0,0,0,0
2015-12-29,2,53,12,15,0,1,6,6
2015-12-29,2,53,12,15,0,2,1,1
2015-12-29,2,53,12,15,0,3,1,0
2015-12-29,2,53,12,15,0,4,0,0
2015-12-29,2,53,12,15,0,5,0,0
2015-12-29,2,53,12,15,0,6,1,0
2015-12-29,2,53,12,15,1,0,0,0
2015-12-29,2,53,12,15,1,1,16,15
2015-12-29,2,53,12,15,1,2,1,1
2015-12-29,2,53,12,15,1,3,0,0
2015-12-29,2,53,12,15,1,4,0,0
2015-12-29,2,53,12,15,1,5,0,0
2015-12-29,2,53,12,15,1,6,2,1
2015-12-30,3,53,12,15,0,0,1,1
2015-12-30,3,53,12,15,0,1,11,10
2015-12-30,3,53,12,15,0,2,1,1
2015-12-30,3,53,12,15,0,3,1,0
2015-12-30,3,53,12,15,0,4,0,0
2015-12-30,3,53,12,15,0,5,0,0
2015-12-30,3,53,12,15,0,6,0,0
2015-12-30,3,53,12,15,1,0,2,2
2015-12-30,3,53,12,15,1,1,9,8
2015-12-30,3,53,12,15,1,2,2,1
2015-12-30,3,53,12,15,1,3,1,0
2015-12-30,3,53,12,15,1,4,0,0
2015-12-30,3,53,12,15,1,5,0,0
2015-12-30,3,53,12,15,1,6,1,1
2015-12-31,4,53,12,15,0,0,2,2
2015-12-31,4,53,12,15,0,1,2,2
2015-12-31,4,53,12,15,0,2,1,1
2015-12-31,4,53,12,15,0,3,4,2
2015-12-31,4,53,12,15,0,4,0,0
2015-12-31,4,53,12,15,0,5,1,1
2015-12-31,4,53,12,15,0,6,2,1
2015-12-31,4,53,12,15,1,0,1,1
2015-12-31,4,53,12,15,1,1,9,7
2015-12-31,4,53,12,15,1,2,2,2
2015-12-31,4,53,12,15,1,3,1,0
2015-12-31,4,53,12,15,1,4,0,0
2015-12-31,4,53,12,15,1,5,0,0
2015-12-31,4,53,12,15,1,6,1,1
2016-01-04,1,2,1,16,0,0,4,3
2016-01-04,1,2,1,16,0,1,16,14
2016-01-04,1,2,1,16,0,2,10,9
2016-01-04,1,2,1,16,0,3,5,4
2016-01-04,1,2,1,16,0,4,5,2
2016-01-04,1,2,1,16,0,5,0,0
2016-01-04,1,2,1,16,0,6,4,2
2016-01-04,1,2,1,16,1,0,8,5
2016-01-04,1,2,1,16,1,1,29,22
2016-01-04,1,2,1,16,1,2,15,12
2016-01-04,1,2,1,16,1,3,22,16
2016-01-04,1,2,1,16,1,4,3,2
2016-01-04,1,2,1,16,1,5,2,1
2016-01-04,1,2,1,16,1,6,10,3
2016-01-05,2,2,1,16,0,0,2,1
2016-01-05,2,2,1,16,0,1,9,7
2016-01-05,2,2,1,16,0,2,16,15
2016-01-05,2,2,1,16,0,3,6,2
2016-01-05,2,2,1,16,0,4,2,0
2016-01-05,2,2,1,16,0,5,0,0
2016-01-05,2,2,1,16,0,6,4,1
2016-01-05,2,2,1,16,1,0,4,1
2016-01-05,2,2,1,16,1,1,28,20
2016-01-05,2,2,1,16,1,2,25,19
2016-01-05,2,2,1,16,1,3,20,17
2016-01-05,2,2,1,16,1,4,4,1
2016-01-05,2,2,1,16,1,5,4,2
2016-01-05,2,2,1,16,1,6,0,0
2016-01-06,3,2,1,16,0,0,4,3
2016-01-06,3,2,1,16,0,1,19,18
2016-01-06,3,2,1,16,0,2,14,14
2016-01-06,3,2,1,16,0,3,4,0
2016-01-06,3,2,1,16,0,4,2,1
2016-01-06,3,2,1,16,0,5,0,0
2016-01-06,3,2,1,16,0,6,13,5
2016-01-06,3,2,1,16,1,0,10,3
2016-01-06,3,2,1,16,1,1,20,16
2016-01-06,3,2,1,16,1,2,10,8
2016-01-06,3,2,1,16,1,3,19,15
2016-01-06,3,2,1,16,1,4,3,0
2016-01-06,3,2,1,16,1,5,0,0
2016-01-06,3,2,1,16,1,6,10,1
2016-01-07,4,2,1,16,0,0,2,2
2016-01-07,4,2,1,16,0,1,15,8
2016-01-07,4,2,1,16,0,2,11,7
2016-01-07,4,2,1,16,0,3,9,2
2016-01-07,4,2,1,16,0,4,4,4
2016-01-07,4,2,1,16,0,5,2,1
2016-01-07,4,2,1,16,0,6,2,0
2016-01-07,4,2,1,16,1,0,8,1
2016-01-07,4,2,1,16,1,1,20,16
2016-01-07,4,2,1,16,1,2,25,14
2016-01-07,4,2,1,16,1,3,13,9
2016-01-07,4,2,1,16,1,4,7,3
2016-01-07,4,2,1,16,1,5,3,0
2016-01-07,4,2,1,16,1,6,5,0
2016-01-08,5,2,1,16,0,0,0,0
2016-01-08,5,2,1,16,0,1,1,1
2016-01-08,5,2,1,16,0,2,0,0
2016-01-08,5,2,1,16,0,3,1,0
2016-01-08,5,2,1,16,0,4,1,1
2016-01-08,5,2,1,16,0,5,0,0
2016-01-08,5,2,1,16,0,6,0,0
2016-01-08,5,2,1,16,1,0,1,1
2016-01-08,5,2,1,16,1,1,5,3
2016-01-08,5,2,1,16,1,2,5,2
2016-01-08,5,2,1,16,1,3,5,2
2016-01-08,5,2,1,16,1,4,2,0
2016-01-08,5,2,1,16,1,5,2,1
2016-01-08,5,2,1,16,1,6,4,1
2016-01-11,1,3,1,16,0,0,0,0
2016-01-11,1,3,1,16,0,1,2,0
2016-01-11,1,3,1,16,0,2,0,0
2016-01-11,1,3,1,16,0,3,0,0
2016-01-11,1,3,1,16,0,4,0,0
2016-01-11,1,3,1,16,0,5,3,2
2016-01-11,1,3,1,16,0,6,0,0
2016-01-11,1,3,1,16,1,0,0,0
2016-01-11,1,3,1,16,1,1,1,1
2016-01-11,1,3,1,16,1,2,2,1
2016-01-11,1,3,1,16,1,3,1,0
2016-01-11,1,3,1,16,1,4,1,0
2016-01-11,1,3,1,16,1,5,3,1
2016-01-11,1,3,1,16,1,6,1,0
2016-01-12,2,3,1,16,0,0,1,1
2016-01-12,2,3,1,16,0,1,0,0
2016-01-12,2,3,1,16,0,2,0,0
2016-01-12,2,3,1,16,0,3,0,0
2016-01-12,2,3,1,16,0,4,0,0
2016-01-12,2,3,1,16,0,5,1,0
2016-01-12,2,3,1,16,0,6,0,0
2016-01-12,2,3,1,16,1,0,0,0
2016-01-12,2,3,1,16,1,1,0,0
2016-01-12,2,3,1,16,1,2,0,0
2016-01-12,2,3,1,16,1,3,0,0
2016-01-12,2,3,1,16,1,4,1,1
2016-01-12,2,3,1,16,1,5,0,0
2016-01-12,2,3,1,16,1,6,0,0
2016-01-13,3,3,1,16,1,0,0,0
2016-01-13,3,3,1,16,1,1,0,0
2016-01-13,3,3,1,16,1,2,0,0
2016-01-13,3,3,1,16,1,3,1,1
2016-01-13,3,3,1,16,1,4,0,0
2016-01-13,3,3,1,16,1,5,3,0
2016-01-13,3,3,1,16,1,6,0,0
2016-01-14,4,3,1,16,0,0,0,0
2016-01-14,4,3,1,16,0,1,1,1
2016-01-14,4,3,1,16,0,2,0,0
2016-01-14,4,3,1,16,0,3,0,0
2016-01-14,4,3,1,16,0,4,0,0
2016-01-14,4,3,1,16,0,5,0,0
2016-01-14,4,3,1,16,0,6,0,0
2016-01-14,4,3,1,16,1,0,0,0
2016-01-14,4,3,1,16,1,1,1,0
2016-01-14,4,3,1,16,1,2,0,0
2016-01-14,4,3,1,16,1,3,4,4
2016-01-14,4,3,1,16,1,4,1,1
2016-01-14,4,3,1,16,1,5,3,2
2016-01-14,4,3,1,16,1,6,0,0
2016-01-15,5,3,1,16,0,0,0,0
2016-01-15,5,3,1,16,0,1,6,4
2016-01-15,5,3,1,16,0,2,5,4
2016-01-15,5,3,1,16,0,3,2,0
2016-01-15,5,3,1,16,0,4,1,0
2016-01-15,5,3,1,16,0,5,1,0
2016-01-15,5,3,1,16,0,6,2,0
2016-01-15,5,3,1,16,1,0,1,0
2016-01-15,5,3,1,16,1,1,4,0
2016-01-15,5,3,1,16,1,2,13,10
2016-01-15,5,3,1,16,1,3,15,9
2016-01-15,5,3,1,16,1,4,0,0
2016-01-15,5,3,1,16,1,5,3,0
2016-01-15,5,3,1,16,1,6,3,1
2016-01-18,1,4,1,16,0,0,9,5
2016-01-18,1,4,1,16,0,1,11,11
2016-01-18,1,4,1,16,0,2,19,17
2016-01-18,1,4,1,16,0,3,4,1
2016-01-18,1,4,1,16,0,4,6,2
2016-01-18,1,4,1,16,0,5,0,0
2016-01-18,1,4,1,16,0,6,6,2
2016-01-18,1,4,1,16,1,0,8,2
2016-01-18,1,4,1,16,1,1,22,19
2016-01-18,1,4,1,16,1,2,22,20
2016-01-18,1,4,1,16,1,3,24,18
2016-01-18,1,4,1,16,1,4,3,1
2016-01-18,1,4,1,16,1,5,2,1
2016-01-18,1,4,1,16,1,6,7,1
2016-01-19,2,4,1,16,0,0,1,0
2016-01-19,2,4,1,16,0,1,13,11
2016-01-19,2,4,1,16,0,2,20,19
2016-01-19,2,4,1,16,0,3,10,1
2016-01-19,2,4,1,16,0,4,4,2
2016-01-19,2,4,1,16,0,5,1,0
2016-01-19,2,4,1,16,0,6,11,2
2016-01-19,2,4,1,16,1,0,6,2
2016-01-19,2,4,1,16,1,1,12,11
2016-01-19,2,4,1,16,1,2,13,11
2016-01-19,2,4,1,16,1,3,13,5
2016-01-19,2,4,1,16,1,4,7,4
2016-01-19,2,4,1,16,1,5,4,1
2016-01-19,2,4,1,16,1,6,12,4
2016-01-20,3,4,1,16,0,0,1,1
2016-01-20,3,4,1,16,0,1,13,12
2016-01-20,3,4,1,16,0,2,11,10
2016-01-20,3,4,1,16,0,3,15,5
2016-01-20,3,4,1,16,0,4,5,2
2016-01-20,3,4,1,16,0,5,0,0
2016-01-20,3,4,1,16,0,6,16,8
2016-01-20,3,4,1,16,1,0,6,1
2016-01-20,3,4,1,16,1,1,32,27
2016-01-20,3,4,1,16,1,2,17,15
2016-01-20,3,4,1,16,1,3,28,24
2016-01-20,3,4,1,16,1,4,9,2
2016-01-20,3,4,1,16,1,5,2,0
2016-01-20,3,4,1,16,1,6,14,5
2016-01-21,4,4,1,16,0,0,2,0
2016-01-21,4,4,1,16,0,1,23,11
2016-01-21,4,4,1,16,0,2,9,6
2016-01-21,4,4,1,16,0,3,14,3
2016-01-21,4,4,1,16,0,4,5,0
2016-01-21,4,4,1,16,0,5,2,1
2016-01-21,4,4,1,16,0,6,12,5
2016-01-21,4,4,1,16,1,0,6,1
2016-01-21,4,4,1,16,1,1,26,18
2016-01-21,4,4,1,16,1,2,34,18
2016-01-21,4,4,1,16,1,3,22,9
2016-01-21,4,4,1,16,1,4,13,2
2016-01-21,4,4,1,16,1,5,2,0
2016-01-21,4,4,1,16,1,6,16,2
2016-01-22,5,4,1,16,0,0,2,0
2016-01-22,5,4,1,16,0,1,8,2
2016-01-22,5,4,1,16,0,2,8,2
2016-01-22,5,4,1,16,0,3,10,0
2016-01-22,5,4,1,16,0,4,7,0
2016-01-22,5,4,1,16,0,5,2,1
2016-01-22,5,4,1,16,0,6,11,1
2016-01-22,5,4,1,16,1,0,4,0
2016-01-22,5,4,1,16,1,1,20,15
2016-01-22,5,4,1,16,1,2,19,11
2016-01-22,5,4,1,16,1,3,20,12
2016-01-22,5,4,1,16,1,4,3,0
2016-01-22,5,4,1,16,1,5,7,1
2016-01-22,5,4,1,16,1,6,4,0
2016-01-25,1,5,1,16,0,0,0,0
2016-01-25,1,5,1,16,0,1,0,0
2016-01-25,1,5,1,16,0,2,1,1
2016-01-25,1,5,1,16,0,3,0,0
2016-01-25,1,5,1,16,0,4,0,0
2016-01-25,1,5,1,16,0,5,2,0
2016-01-25,1,5,1,16,0,6,0,0
2016-01-25,1,5,1,16,1,0,0,0
2016-01-25,1,5,1,16,1,1,2,0
2016-01-25,1,5,1,16,1,2,1,1
2016-01-25,1,5,1,16,1,3,1,1
2016-01-25,1,5,1,16,1,4,0,0
2016-01-25,1,5,1,16,1,5,1,0
2016-01-25,1,5,1,16,1,6,0,0
2016-01-26,2,5,1,16,0,0,1,0
2016-01-26,2,5,1,16,0,1,1,1
2016-01-26,2,5,1,16,0,2,0,0
2016-01-26,2,5,1,16,0,3,0,0
2016-01-26,2,5,1,16,0,4,0,0
2016-01-26,2,5,1,16,0,5,0,0
2016-01-26,2,5,1,16,0,6,1,1
2016-01-26,2,5,1,16,1,0,0,0
2016-01-26,2,5,1,16,1,1,3,3
2016-01-26,2,5,1,16,1,2,0,0
2016-01-26,2,5,1,16,1,3,0,0
2016-01-26,2,5,1,16,1,4,1,0
2016-01-26,2,5,1,16,1,5,1,0
2016-01-26,2,5,1,16,1,6,1,1
2016-01-27,3,5,1,16,0,0,0,0
2016-01-27,3,5,1,16,0,1,0,0
2016-01-27,3,5,1,16,0,2,0,0
2016-01-27,3,5,1,16,0,3,0,0
2016-01-27,3,5,1,16,0,4,0,0
2016-01-27,3,5,1,16,0,5,0,0
2016-01-27,3,5,1,16,0,6,1,0
2016-01-27,3,5,1,16,1,0,0,0
2016-01-27,3,5,1,16,1,1,0,0
2016-01-27,3,5,1,16,1,2,0,0
2016-01-27,3,5,1,16,1,3,2,2
2016-01-27,3,5,1,16,1,4,1,0
2016-01-27,3,5,1,16,1,5,2,1
2016-01-27,3,5,1,16,1,6,0,0
2016-01-28,4,5,1,16,0,0,0,0
2016-01-28,4,5,1,16,0,1,0,0
2016-01-28,4,5,1,16,0,2,0,0
2016-01-28,4,5,1,16,0,3,0,0
2016-01-28,4,5,1,16,0,4,0,0
2016-01-28,4,5,1,16,0,5,0,0
2016-01-28,4,5,1,16,0,6,1,0
2016-01-28,4,5,1,16,1,0,0,0
2016-01-28,4,5,1,16,1,1,2,1
2016-01-28,4,5,1,16,1,2,1,1
2016-01-28,4,5,1,16,1,3,6,5
2016-01-28,4,5,1,16,1,4,0,0
2016-01-28,4,5,1,16,1,5,1,0
2016-01-28,4,5,1,16,1,6,0,0
2016-01-29,5,5,1,16,0,0,5,1
2016-01-29,5,5,1,16,0,1,21,12
2016-01-29,5,5,1,16,0,2,12,5
2016-01-29,5,5,1,16,0,3,9,0
2016-01-29,5,5,1,16,0,4,7,2
2016-01-29,5,5,1,16,0,5,0,0
2016-01-29,5,5,1,16,0,6,12,2
2016-01-29,5,5,1,16,1,0,2,0
2016-01-29,5,5,1,16,1,1,23,13
2016-01-29,5,5,1,16,1,2,28,16
2016-01-29,5,5,1,16,1,3,28,17
2016-01-29,5,5,1,16,1,4,5,1
2016-01-29,5,5,1,16,1,5,7,2
2016-01-29,5,5,1,16,1,6,12,2
2016-02-01,1,6,2,16,0,0,7,2
2016-02-01,1,6,2,16,0,1,15,14
2016-02-01,1,6,2,16,0,2,14,10
2016-02-01,1,6,2,16,0,3,12,4
2016-02-01,1,6,2,16,0,4,4,2
2016-02-01,1,6,2,16,0,5,0,0
2016-02-01,1,6,2,16,0,6,10,3
2016-02-01,1,6,2,16,1,0,6,2
2016-02-01,1,6,2,16,1,1,35,30
2016-02-01,1,6,2,16,1,2,29,24
2016-02-01,1,6,2,16,1,3,27,18
2016-02-01,1,6,2,16,1,4,7,3
2016-02-01,1,6,2,16,1,5,5,2
2016-02-01,1,6,2,16,1,6,11,3
2016-02-02,2,6,2,16,0,0,3,0
2016-02-02,2,6,2,16,0,1,14,11
2016-02-02,2,6,2,16,0,2,16,13
2016-02-02,2,6,2,16,0,3,7,0
2016-02-02,2,6,2,16,0,4,3,1
2016-02-02,2,6,2,16,0,5,1,0
2016-02-02,2,6,2,16,0,6,9,1
2016-02-02,2,6,2,16,1,0,5,1
2016-02-02,2,6,2,16,1,1,26,20
2016-02-02,2,6,2,16,1,2,18,18
2016-02-02,2,6,2,16,1,3,18,10
